medIncome,pctPoverty,pctUnemploy,pctNotHSgrad,pctCollGrad,pct2Par,perCapInc,pctBlack,pctWhite,pctHisp,medFamIncome,pctPubAsst,pctWsocsec,pctRetire,pctMaleDivorc,pctFemDivorc,pctKids2Par,pop,popDensity,pctUrban
3.0649961878601415,-1.1235259186834905,-1.155538005194254,-1.129068853080841,1.9806395923091054,1.6506624875812823,2.2463630569586703,-0.559192305613362,0.4751753352331184,-0.41614918958589575,2.788249329634739,-1.2281567445860138,-0.33632842548103875,0.5238543338827415,-1.9476664820955163,-2.1782862279289676,1.5730133963030322,-0.20109091351937045,-0.3316186063598252,0.6701718572192396
1.0380470805445143,-0.8885987818238201,-1.2488033966881753,-0.781386352279347,0.5387051449052623,1.2211506743081786,0.7236264005291374,-0.5992093237257909,0.706056466825935,-0.4867622426790442,1.085482677912627,-0.8621427373092918,1.096078713689439,1.4889070011960355,-1.7478174096764685,-1.8012026459222708,1.1710977885143652,-0.14662164155586674,-0.21112452418196287,0.6701718572192396
0.12549156992507662,-0.7990473484664211,-0.7030281427607841,-1.2027921058685922,0.5576260999286041,0.4257936218533411,0.21376518815986367,-0.6034216414218361,0.6305175213971509,-0.38392769933950766,0.1582640869270608,-0.8217109574357004,-0.5015134238533919,-0.3048792346845042,0.34702911728747765,0.7464108227571195,0.6329959004006127,-0.11621211621395196,-0.0010377177556544694,0.6701718572192396
-0.9987368836785073,0.6523836753002541,1.317722006274178,1.0353002225891916,-0.9655107794504142,-0.9539655659177775,-0.7632830314209806,-0.5360245582851136,0.8144914046188677,-0.49704569701299783,-0.9373993317297915,1.0445348819927023,1.575959219909851,0.5108715625735936,0.6610776596602672,0.6575049375685489,-0.7363405401851544,-0.17823366540832825,0.15339835940188745,-1.5989287844879616
-1.2364125922738702,2.136378856651438,1.0482886530695166,0.06870646381645203,0.17526513383190448,-1.4699498902701988,-1.1338161485925295,-0.6181647533579943,0.31556885376262184,-0.5093858422137423,-1.1116695430247094,0.938135461272725,0.6933649220371325,-0.3330085725209905,-0.577272842650618,-0.21009387306474525,-1.3309099103849173,-0.20468374443502826,-0.6398189920242697,-1.5989287844879616
-0.924453911430991,0.7163489848412535,-0.112347329965949,0.06597597297246145,-0.1889632503674261,-0.20136964531534954,-0.5932231392253577,-0.47915826938850414,0.71092994717618,-0.4799066064564084,-0.8528961765146964,0.06778819978331013,0.3497318962260333,-0.40657760993949266,0.8109644639745529,0.6544392173896327,-0.11935025798065091,0.42711190592940584,-0.2786549516936169,0.6701718572192396
0.657169894858152,-0.8851097649397657,-0.41286914700191774,-0.7659135708300658,0.3116536846251603,0.519868111928644,0.41232762783022103,-0.5430450877785223,0.766974971203987,-0.4696231521224548,0.7395391130827235,-0.29609781907901234,0.4606590484176866,0.2728540885725574,-1.1268577918029992,-1.0010496792251335,0.7085626778980695,-0.11936012044481406,-0.049617198070320875,0.6701718572192396
-0.8019652390388979,0.7396090974016168,0.7408582885154794,0.57930825164273,-0.8716943774596776,-1.092701682594487,-0.5481604524356937,0.34154162839095975,0.054228469980779154,-0.5018446423688429,-0.7689545040585055,0.42741824181683363,0.7440055784724526,1.4326483255230629,1.4818863499527841,1.2277288908469677,-1.040268458471625,0.030996187221470614,-0.44850635157109675,0.6701718572192396
-0.6451290739626474,0.23951667735380397,-0.644305488857204,-1.0043764378719282,0.5662982043143023,0.5027636591876792,-0.32635012488091597,-0.6308017064461297,0.7998709635681356,-0.4949890061462071,-0.3921995728337292,-0.551456428806958,-0.857203748815758,-1.224492202415782,-0.6557849782438151,-0.7312663034805054,0.7035802530081272,0.10261817167891081,-0.1359571477998807,0.6701718572192396
-1.2019905930979902,1.9840251193810576,0.8099437636961622,0.8478065179684909,-0.4759310682214441,-1.1791741936738067,-0.8612107783313814,0.9691769651016876,-0.9978341006281799,0.5758613718295005,-1.108862129230188,0.4806179521768223,0.32320583809324677,-0.428215562121405,0.6931962605847569,0.7157536209679572,-1.3840557758776335,0.2467175765260907,-0.5178045913212759,0.6701718572192396
-0.6870762288025187,0.4639767635613106,0.39543091261206736,0.23253591445589947,-0.30170060738150456,-0.5368069685131489,-0.42587019287929073,0.23131931534444503,-0.04628706224300703,-0.24407272039773792,-0.7262818143817797,0.046508315639314554,0.7560628776237195,-0.16639634072026496,0.8395143314629884,0.8996968317029311,-0.5470083943673526,-0.10517943678995234,-0.6957172150064296,0.6701718572192396
-0.6337295807290767,0.8605616827155064,1.4213502190452019,1.0808084033223715,-0.9000758099946904,-1.5203130011185937,-0.8118488246041875,0.842807434220333,-2.105332510221165,1.2909042298504116,-0.7923964092427594,3.5810970719569615,-0.41228941013401893,-0.6034829747948958,1.706716556424213,2.034013297901938,-1.2345830291793694,-0.1366741437145556,2.3347372367626273,0.6701718572192396
